scenario,attr1,attr2,attr3,attr4,attr5
loose_leaf_tea,0.0,0.0,0.0,0.0,0.0
cutting_board,0.0,0.0,0.0,0.0,0.0
knee_pads,1.0564230273849626,1.5553040130326576,-0.6600039877418432,1.317260719123645,-0.7622753130582274
ice_cream,0.0,0.0,0.0,0.0,0.0
painters_tape,-0.8213846562090718,-0.03680624195602843,0.6138046182473947,-0.7569460601190608,0.9493707903791913
olive_pitter,1.1221603895185932,1.015123712033715,-0.8385010971622332,-0.5981523780035323,0.1946980889541696
wood_burner,-0.2085454770686965,-0.6907200723768868,0.8696013189087359,-0.8361669363409339,0.3283935147488317
hotel,0.0,0.0,0.0,0.0,0.0
hot_glue_sticks,-0.015293435787993736,-0.09104294808355771,-0.016629494710560307,-0.03162823285462724,0.4405778045184559
scrunchie,-0.1988300907733251,-0.19516016479443762,-0.29183623057906916,0.4064310349924119,-0.15988969259281677
rfid_wallet,0.0,0.0,0.0,0.0,0.0
blush,-0.18321979461107768,0.5250024297530241,0.45822053734728474,0.0033346690216940573,0.10929862828074483
cocktail_kit,0.0,0.0,0.0,0.0,0.0
security_camera,0.0,0.0,0.0,0.0,0.0
shuffleboard_table,0.8164304703958399,0.8138439920375506,-0.08691839517037413,-0.47179896148537637,1.0730539308308702
reusable_bag,0.9964756985123971,0.2674249199874447,0.484800152365181,2.6388708418801525,0.43876193855337553
luggage_tag,0.0,0.0,0.0,0.0,0.0
inversion_table,0.0,0.0,0.0,0.0,0.0
shower_curtain,0.0,0.0,0.0,0.0,0.0
milk_storage_bags,0.21103566894968334,-1.160317007877356,1.4945069707609875,0.005552460263277469,0.2808203109217817
nail_file,-0.19858163856592062,0.7839706208096445,0.0700917896238132,-0.04769263389558132,1.2495090537103744
pasta_maker,1.7721369271785061,0.1299155376339982,-0.45849375624387756,0.029004554431329925,1.3964873784930512
washing_machine,0.0,0.0,0.0,0.0,0.0
easel,0.9419160476197692,0.6614304782461315,0.7615352083837336,-1.4407711517051842,1.0876216221106163
salmon,0.0,0.0,0.0,0.0,0.0
magnetic_calendar,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.0,0.0,0.0
snow_blower,0.0,0.0,0.0,0.0,0.0
ecg_monitor,0.0,0.0,0.0,0.0,0.0
dslr_camera,0.0,0.0,0.0,0.0,0.0
convertible,0.0,0.0,0.0,0.0,0.0
washi_tape,0.0,0.0,0.0,0.0,0.0
dry_bag,0.6479023620926767,-0.5147825229268734,-0.634507821253103,0.9545767067929455,1.7150596171181933
hair_dryer,0.0,0.0,0.0,0.0,0.0
balance_board,0.0,0.0,0.0,0.0,0.0
hoodie,0.0,0.0,0.0,0.0,0.0
loan,0.4380223945185497,-0.09187998689496543,-0.5905810431634447,0.7623070625020045,0.8214652082467307
mold_test,1.3650451547714246,0.09283693487733513,2.6162271358794067,-0.38374166523561976,0.5705199588168962
boxing_gloves,0.8948545437026418,0.4603837439187918,-0.4436663982452807,0.93653787139655,1.1825798616640715
citrus_juicer,0.15343280275965723,-1.2353875833691113,1.0697734582697978,0.6847065765259949,2.0713882276600954
stopwatch,0.0,0.0,0.0,0.0,0.0
fins,0.6550499889241636,0.7944230268148483,0.28837998223134487,0.7303822547521139,0.25871939769880276
lip_scrub,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0
pilates_ring,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0
sparkling_water,0.0,0.0,0.0,0.0,0.0
gas_can,-0.21311866743976254,1.3216151164457854,-0.03990813403552091,1.8397026119303408,0.029349974241799043
golf_cart,0.23504885330063036,-1.168604574271229,1.4010919936691146,0.723061879494084,0.096326621444581
tongs,0.0,0.0,0.0,0.0,0.0
sippy_cup,1.0493711639455676,-0.367860595959117,0.886960440810542,0.35179384319056994,0.6964602023333429
windshield_cover,0.2846473207571876,2.5534995283984983,0.09347634163217369,-0.7825114229999762,-0.25257605822703555
console,0.0,0.0,0.0,0.0,0.0
stapler,0.0,0.0,0.0,0.0,0.0
jewelry_kit,0.29639688739219533,0.5438651669251838,0.8157833372187534,-0.21012419856454653,0.7917679714323875
antenna,-0.18588157785706116,-0.0981592866107644,0.42605382431758604,1.376958879920325,-0.6270958392365249
house,0.0,0.0,0.0,0.0,0.0
electric_grill,0.0,0.0,0.0,0.0,0.0
tea,0.0,0.0,0.0,0.0,0.0
lint_roller,0.0,0.0,0.0,0.0,0.0
diaper_bag,2.1249843800456127,0.5709688741097244,0.31629414579778276,-0.3664797956392777,0.5416670966416217
sponges,0.0,0.0,0.0,0.0,0.0
popcorn,0.0,0.0,0.0,0.0,0.0
recliner,0.0,0.0,0.0,0.0,0.0
arrows,1.567716593887807,0.127269008598355,1.0020103761321693,-2.5305378708136583,0.25017320823088274
pattern_weights,0.0,0.0,0.0,0.0,0.0
wheelbarrow,0.0,0.0,0.0,0.0,0.0
soil,0.30522936010217816,0.23202322370794093,0.18195987453950677,0.10957292698892288,0.14105995705794766
sleeping_bag,1.0225556308742643,0.11750624392981383,0.3136197304520862,0.22164863109642216,0.06869696603488736
paper_towel,0.0,0.0,0.0,0.0,0.0
outdoor_tv_cover,1.440117987150601,-0.16054050766219627,0.8679615988286641,1.962659887455602,-0.19554432051805234
tamper,1.049511223375753,-0.5106421789895355,-0.7201943908560681,1.002161314817804,0.5086773103126737
garment_steamer,-1.4186223382772543,0.3190120241125933,0.28057985978133615,0.6662281164030306,0.8788393115560235
alcohol_markers,0.0,0.0,0.0,0.0,0.0
rabbit,0.4092744702114548,-1.4387496087162677,-0.6652657007374616,0.05663291610058591,-1.34828044488746
bracelet,0.0,0.0,0.0,0.0,0.0
adapter,1.102955991716562,-0.3243112766543416,1.5248604272557638,0.8788178230415893,1.3006967423245888
night_light,0.0,0.0,0.0,0.0,0.0
travel_wallet,-0.7343387252362366,1.2845102093177077,-0.7718341062476689,0.8752238409974924,-0.42347308478966084
central_vacuum,-1.4587741084068815,-0.8128517828187871,-1.644560248057848,0.7212913463083649,2.632995839943826
microwave_cover,0.0,0.0,0.0,0.0,0.0
